Student_Name,attendance_percentage,study_hours_per_week,homework_completion_rate,class_participation,quiz_average,midterm_score,final_score,math_score,science_score,english_score,overall_grade,stress_level,learning_style
Siddharth Gupta,76.09,18.92,31.28,2,59.84,96.29,41.71,75.35,72.25,74.94,B,5,Visual
Ananya Gupta,75.4,7.3,31.35,4,88.57,97.18,93.58,77.59,76.75,53.82,A,3,Kinesthetic
Diya Gupta,91.7,18.0,87.31,5,34.73,91.36,73.89,72.28,48.97,99.43,D,1,Auditory
Isha Gupta,80.46,2.77,81.75,4,42.01,94.05,49.74,79.73,65.04,56.7,D,3,Kinesthetic
Kavya Gupta,95.85,4.77,67.53,3,63.32,83.18,76.9,46.97,60.14,87.0,D,5,Auditory
Pooja Gupta,81.41,2.5,47.42,5,58.82,92.65,83.9,73.3,61.02,58.78,A,5,Kinesthetic
Sneha Gupta,51.28,6.68,36.07,1,92.48,30.13,71.17,57.23,45.48,58.78,C,4,Visual
Aditi Gupta,69.07,17.6,41.5,4,40.57,32.03,50.01,96.41,49.59,46.23,B,1,Visual
Nisha Gupta,84.95,4.03,70.62,3,78.97,83.73,88.16,85.72,49.71,73.59,C,2,Visual
Priya Gupta,73.76,5.27,68.21,5,74.6,88.36,39.82,98.35,62.39,54.69,A,4,Auditory
Meera Gupta,70.97,5.11,95.89,4,40.38,50.15,89.77,42.25,93.67,48.9,A,2,Auditory
Aarav Singh,83.58,6.22,97.01,4,81.34,33.54,32.79,57.11,52.36,53.6,A,5,Visual
Vivaan Singh,64.29,1.35,70.32,3,81.8,31.33,75.89,51.73,64.97,55.07,B,2,Visual
Aditya Singh,95.45,9.05,88.9,1,67.9,35.29,92.11,40.67,58.7,70.25,A,2,Visual
Arjun Singh,70.66,19.55,86.86,2,38.9,62.91,65.66,54.54,87.24,63.16,D,5,Visual
Krishna Singh,81.56,9.51,82.67,1,57.38,97.02,83.47,80.73,43.01,44.53,A,2,Visual
Rohan Singh,99.12,16.45,60.61,2,66.68,32.82,76.67,53.87,51.79,72.16,C,3,Visual
Rahul Singh,89.27,11.86,57.26,1,69.44,59.29,46.46,70.54,52.64,87.26,B,5,Kinesthetic
Karthik Singh,76.58,1.28,48.49,1,71.15,67.8,70.34,93.27,99.58,74.45,A,5,Kinesthetic
Siddharth Singh,92.97,12.12,95.6,5,79.04,74.14,49.91,81.63,74.25,98.47,C,2,Visual
Ananya Singh,78.02,18.98,88.41,4,95.36,58.38,98.83,63.68,48.34,45.95,B,3,Visual
Diya Singh,72.08,11.52,42.4,1,42.68,86.91,88.02,62.35,56.33,89.27,D,5,Visual
Isha Singh,93.67,11.03,47.67,4,67.32,41.5,90.99,67.34,50.07,70.34,C,1,Visual
Kavya Singh,51.36,13.73,70.69,4,78.79,31.07,98.29,50.62,47.48,71.3,B,2,Visual
Pooja Singh,70.37,17.55,58.95,4,60.91,81.99,36.38,78.04,87.83,71.15,D,1,Visual
Sneha Singh,67.15,11.73,44.97,4,74.95,96.1,47.38,61.85,69.75,59.52,B,5,Kinesthetic
Aditi Singh,85.7,8.72,85.38,1,70.55,89.29,72.23,91.14,77.87,59.47,D,5,Visual
Nisha Singh,50.63,1.7,30.11,2,89.21,82.44,30.15,85.39,59.88,77.91,B,3,Kinesthetic
Priya Singh,83.04,3.11,54.03,4,82.34,37.32,40.25,76.63,73.22,42.69,C,3,Kinesthetic
Meera Singh,67.32,13.33,95.05,4,55.8,85.62,59.56,61.85,55.45,75.33,D,5,Visual
Aarav Kumar,54.89,12.76,83.25,5,43.6,65.69,81.48,52.6,58.48,83.48,A,3,Kinesthetic
Vivaan Kumar,99.02,5.54,58.09,1,32.0,50.72,89.59,86.57,79.13,61.38,C,4,Auditory
Aditya Kumar,60.61,14.66,95.01,1,81.78,98.44,73.45,69.18,49.02,53.04,A,4,Auditory
Arjun Kumar,67.46,6.31,93.06,1,83.4,90.43,38.59,53.49,77.03,52.8,B,1,Visual
Krishna Kumar,60.35,6.79,33.68,2,90.4,58.74,37.57,51.71,91.13,44.91,C,4,Visual
Rohan Kumar,83.1,2.17,38.96,4,49.71,44.31,64.08,49.92,47.23,45.38,A,2,Auditory
Rahul Kumar,89.13,11.46,57.11,3,58.98,92.85,83.0,86.63,93.85,50.0,C,2,Auditory
Karthik Kumar,93.03,6.47,95.06,2,58.52,59.01,36.37,53.74,44.77,41.15,B,4,Visual
Siddharth Kumar,65.55,16.56,89.09,4,67.4,95.02,45.93,71.6,60.93,55.97,D,4,Visual
Ananya Kumar,76.23,16.23,33.34,5,79.43,51.64,57.52,67.09,76.63,58.38,A,1,Kinesthetic
Diya Kumar,83.16,3.44,65.86,3,70.7,59.03,72.86,74.78,73.56,99.71,B,3,Auditory
Isha Kumar,81.48,4.04,80.42,5,33.79,93.44,81.54,92.63,45.78,99.5,A,1,Kinesthetic
Kavya Kumar,85.8,7.1,49.31,1,78.41,34.18,67.32,92.06,87.93,51.22,B,3,Kinesthetic
Pooja Kumar,88.49,12.04,80.58,2,73.02,98.39,58.88,67.06,98.39,52.78,B,3,Auditory
Sneha Kumar,54.87,7.51,55.88,3,72.11,33.11,32.51,40.92,50.87,69.51,A,3,Visual
Aditi Kumar,58.42,7.65,49.18,3,94.98,72.18,51.24,65.59,93.71,48.93,A,1,Kinesthetic
Nisha Kumar,86.72,3.66,57.48,1,58.42,63.34,56.62,76.37,73.41,70.24,B,1,Visual
Priya Kumar,73.83,7.38,96.56,4,54.6,70.56,36.56,73.47,96.16,63.96,B,4,Visual
Meera Kumar,71.35,9.94,93.37,3,42.53,55.97,62.15,79.08,50.57,59.48,A,2,Auditory
Aarav Mehta,72.77,19.71,93.98,2,52.65,82.09,73.26,49.24,87.52,89.36,D,2,Auditory
Vivaan Mehta,68.6,16.92,94.22,2,74.15,84.08,78.94,78.79,43.59,89.69,A,2,Visual
Aditya Mehta,79.55,16.07,42.48,5,64.3,79.77,62.66,50.96,92.99,99.27,C,5,Auditory
Arjun Mehta,66.17,11.64,92.72,2,65.0,32.39,38.58,85.03,80.45,53.39,B,4,Auditory
Krishna Mehta,81.84,7.84,44.86,1,37.84,30.39,69.0,60.35,62.22,93.3,B,3,Auditory
Rohan Mehta,60.13,17.28,88.67,2,60.84,77.15,40.85,82.59,51.43,72.27,C,2,Visual
Rahul Mehta,87.88,7.6,67.93,2,55.1,38.21,48.73,42.87,88.99,75.49,A,3,Kinesthetic
Karthik Mehta,89.08,12.26,46.8,1,79.58,33.72,39.33,64.47,76.19,93.78,C,2,Auditory
Siddharth Mehta,78.93,5.89,57.9,4,37.14,33.69,36.13,82.3,61.62,96.56,A,3,Auditory
Ananya Mehta,68.47,15.75,60.34,3,83.59,31.09,41.73,53.61,66.63,83.61,D,5,Visual
Diya Mehta,50.72,10.78,81.32,1,64.69,78.68,58.45,87.72,89.59,60.87,A,4,Visual
Isha Mehta,56.08,18.01,72.42,4,76.48,98.6,60.96,77.85,60.34,69.38,B,4,Kinesthetic
Kavya Mehta,53.98,11.81,87.17,1,99.18,69.17,74.05,75.25,45.38,76.9,B,3,Kinesthetic
Pooja Mehta,50.51,4.12,57.78,1,85.93,75.77,37.64,61.21,94.68,89.72,B,5,Auditory
Sneha Mehta,86.11,19.87,82.05,5,64.5,79.39,52.25,68.95,63.24,79.48,C,4,Auditory
Aditi Mehta,97.8,10.54,85.5,3,56.41,35.86,83.49,75.84,60.9,61.93,B,5,Kinesthetic
Nisha Mehta,50.56,5.76,34.42,3,91.82,75.81,91.73,68.35,52.26,65.07,A,3,Kinesthetic
Priya Mehta,55.63,7.26,56.29,5,40.54,89.85,72.26,81.9,93.85,43.03,B,2,Auditory
Meera Mehta,93.03,3.3,92.02,3,48.49,88.07,89.92,66.02,53.05,95.46,C,5,Kinesthetic
Aarav Iyer,84.43,2.4,79.35,3,90.89,50.77,57.55,52.14,78.2,45.29,D,4,Kinesthetic
Vivaan Iyer,70.24,9.56,59.29,2,48.01,30.97,37.07,52.84,92.85,74.8,B,1,Auditory
Aditya Iyer,99.64,19.09,42.81,1,42.54,76.47,77.55,40.35,42.09,92.3,B,2,Kinesthetic
Arjun Iyer,78.68,3.34,36.76,3,86.97,79.74,82.14,58.06,89.73,65.25,C,5,Auditory
Krishna Iyer,83.48,18.15,46.05,4,60.75,95.59,37.73,84.94,64.64,88.01,B,1,Auditory
Rohan Iyer,82.66,16.14,47.13,5,91.9,35.97,38.76,87.65,79.48,88.23,A,3,Auditory
Rahul Iyer,61.14,16.32,55.95,3,51.61,97.2,30.13,52.15,62.34,43.59,B,5,Visual
Karthik Iyer,74.41,14.49,42.38,4,70.82,31.37,74.02,97.54,81.73,64.73,B,1,Kinesthetic
Siddharth Iyer,60.82,12.24,40.22,1,51.43,60.98,54.69,70.14,55.26,81.46,C,1,Kinesthetic
Ananya Iyer,75.47,3.31,89.08,1,88.41,58.4,59.95,95.02,41.32,65.34,B,2,Auditory
Diya Iyer,51.54,11.94,47.47,1,52.59,30.84,34.42,82.41,96.87,72.71,B,1,Kinesthetic
Isha Iyer,69.1,7.69,69.31,3,51.79,82.7,30.44,83.35,40.98,75.67,A,2,Auditory
Kavya Iyer,68.61,3.0,43.95,2,68.01,31.18,55.94,45.1,89.45,49.07,C,3,Kinesthetic
Pooja Iyer,64.58,16.27,64.42,3,72.75,86.86,77.72,53.2,50.15,64.72,C,4,Auditory
Sneha Iyer,53.96,11.38,49.37,2,46.01,52.23,31.26,40.53,63.53,41.71,B,1,Visual
Aditi Iyer,88.55,15.15,36.08,5,30.96,43.36,31.09,82.97,89.35,48.98,B,5,Visual
Nisha Iyer,71.02,10.11,98.75,2,43.49,64.79,37.52,60.67,52.36,70.74,B,4,Auditory
Priya Iyer,90.7,11.48,62.05,4,87.94,31.81,95.95,87.2,91.94,74.42,C,4,Kinesthetic
Meera Iyer,91.79,14.53,57.51,1,92.07,41.49,84.8,60.34,69.87,48.77,C,1,Kinesthetic
Aarav Nair,60.68,5.69,43.94,3,77.15,95.25,48.72,89.16,61.97,85.34,D,5,Visual
Vivaan Nair,71.07,17.09,64.68,2,48.52,93.85,37.19,47.84,79.75,62.38,B,3,Auditory
Aditya Nair,86.05,9.0,74.47,1,43.19,45.39,36.81,50.4,60.48,95.24,D,5,Auditory
Arjun Nair,74.97,14.46,51.33,1,42.93,39.55,54.16,60.45,60.84,63.26,D,2,Visual
Krishna Nair,92.75,7.2,63.63,2,93.36,65.92,40.05,64.51,84.01,48.99,B,4,Kinesthetic
Rohan Nair,78.58,14.35,46.6,5,66.18,77.49,46.07,60.92,58.59,85.48,B,5,Visual
Rahul Nair,81.48,1.83,66.94,1,67.38,48.59,55.12,85.82,52.05,74.07,D,5,Kinesthetic
Karthik Nair,89.35,18.66,85.11,5,63.27,45.56,61.33,45.82,88.46,63.2,C,1,Visual
Siddharth Nair,56.11,15.95,34.21,5,77.95,99.3,34.33,61.07,88.32,61.36,B,4,Auditory
Ananya Nair,79.21,13.63,66.25,3,68.0,64.11,91.38,90.23,69.86,49.05,B,2,Visual
Diya Nair,54.27,7.15,57.96,2,74.79,91.98,33.57,44.01,71.6,60.45,B,2,Visual
Isha Nair,63.03,17.01,35.18,4,94.96,56.67,94.82,96.54,81.76,41.76,C,5,Kinesthetic
Kavya Nair,60.63,15.59,95.84,4,82.68,34.3,47.54,99.18,70.56,70.14,C,1,Kinesthetic
Pooja Nair,78.35,9.61,48.19,3,46.97,49.14,47.62,45.31,65.02,93.8,D,3,Visual
Sneha Nair,92.2,4.75,69.52,2,50.28,75.51,93.12,57.48,99.69,87.72,D,4,Visual
Aditi Nair,56.64,4.33,56.08,5,86.18,68.1,66.73,62.34,48.86,41.71,A,4,Visual
Nisha Nair,88.42,10.28,48.98,5,65.99,55.08,49.55,86.58,75.56,92.88,C,2,Auditory
Priya Nair,57.15,15.88,66.9,5,39.24,66.02,66.64,75.76,93.15,67.14,B,5,Auditory
Meera Nair,59.48,14.57,78.23,4,34.49,99.79,98.74,78.66,81.23,51.45,C,5,Visual
Aarav Choudhary,95.85,10.38,84.99,4,41.65,78.76,89.92,85.45,92.86,85.14,B,3,Visual
Vivaan Choudhary,50.49,4.88,74.37,4,61.1,75.85,45.8,47.08,60.18,59.37,C,4,Kinesthetic
Aditya Choudhary,59.86,5.55,66.84,1,33.02,68.87,33.48,89.99,56.32,55.2,C,3,Auditory
Arjun Choudhary,60.78,2.1,84.41,3,36.51,42.86,84.07,82.34,91.08,49.68,C,5,Auditory
Krishna Choudhary,64.09,4.36,66.22,4,81.34,73.26,38.35,74.64,63.65,69.2,A,1,Visual
Rohan Choudhary,68.17,1.24,98.2,1,94.89,70.48,71.11,93.38,82.58,45.6,B,1,Kinesthetic
Rahul Choudhary,55.16,13.82,66.87,4,33.73,85.09,74.7,82.02,48.86,87.14,B,2,Kinesthetic
Karthik Choudhary,73.42,12.18,52.21,1,44.12,52.9,47.8,52.1,85.35,68.24,C,4,Visual
Siddharth Choudhary,69.97,19.77,61.25,4,38.17,58.06,69.73,65.78,72.94,66.82,C,1,Visual
Ananya Choudhary,81.25,15.49,64.3,1,70.11,99.46,67.73,69.64,56.12,40.11,C,1,Visual
Diya Choudhary,93.38,5.68,49.84,1,85.81,54.29,78.92,43.31,69.67,89.07,D,3,Kinesthetic
Isha Choudhary,64.89,14.45,41.11,2,60.57,68.52,93.08,97.28,81.82,69.57,B,1,Visual
Kavya Choudhary,77.32,1.23,60.2,4,32.31,52.39,39.34,47.71,40.71,66.39,C,4,Kinesthetic
Pooja Choudhary,68.57,19.74,92.79,3,56.35,75.29,70.06,81.85,78.25,85.68,C,3,Auditory
Sneha Choudhary,52.01,12.67,47.89,4,41.71,84.08,68.2,70.37,72.5,43.77,A,5,Auditory
Aditi Choudhary,91.05,3.27,55.33,3,49.29,77.98,65.12,41.54,53.22,62.0,C,1,Visual
Nisha Choudhary,81.71,10.47,83.04,1,37.87,69.25,57.38,95.48,85.18,74.54,A,2,Visual
Priya Choudhary,50.11,18.87,35.76,5,55.41,51.81,99.26,91.11,58.21,67.63,B,1,Kinesthetic
Meera Choudhary,62.48,17.14,87.75,2,68.75,70.9,81.69,71.46,56.61,50.9,B,2,Visual
Aarav Reddy,65.45,6.68,80.42,2,84.87,84.13,81.28,53.74,68.27,57.96,C,3,Visual
Vivaan Reddy,90.58,8.53,68.48,2,56.65,40.85,81.31,47.3,80.57,58.01,C,3,Visual
Aditya Reddy,88.04,17.22,44.66,3,30.11,61.01,36.9,61.8,95.73,99.52,B,2,Visual
Arjun Reddy,69.81,18.1,36.49,1,76.99,91.28,39.57,55.33,48.48,59.57,C,2,Visual
Krishna Reddy,57.87,18.38,46.22,3,78.51,65.1,41.61,70.4,63.79,52.31,B,5,Auditory
Rohan Reddy,69.3,19.01,83.3,5,39.13,92.96,54.08,97.98,44.02,89.36,C,4,Visual
Rahul Reddy,90.51,10.51,95.34,2,63.99,35.85,55.69,74.5,85.51,65.27,A,3,Visual
Karthik Reddy,72.62,17.37,81.65,3,33.55,48.82,48.05,93.4,66.86,66.63,B,2,Auditory
Siddharth Reddy,55.79,7.59,66.93,5,73.46,65.36,63.36,79.05,82.42,72.93,C,3,Auditory
Ananya Reddy,51.93,16.92,96.55,4,92.89,43.36,82.02,68.51,59.33,75.74,A,1,Kinesthetic
Diya Reddy,66.67,7.6,88.0,5,58.76,70.22,46.19,91.28,90.66,75.43,C,3,Auditory
Isha Reddy,57.42,12.56,75.91,5,62.97,63.66,41.88,68.28,72.09,42.07,A,2,Auditory
Kavya Reddy,87.25,9.9,32.65,1,96.87,95.51,95.88,92.12,96.62,89.13,A,2,Kinesthetic
Pooja Reddy,63.94,17.97,50.14,3,81.19,75.94,40.2,57.49,44.73,51.69,A,4,Visual
Sneha Reddy,93.87,2.26,51.57,3,93.11,30.98,96.61,47.73,70.86,57.54,C,1,Visual
Aditi Reddy,80.87,19.03,54.31,2,39.76,89.03,78.3,91.32,85.99,50.41,A,3,Visual
Nisha Reddy,69.68,9.78,57.26,5,62.93,75.35,74.35,75.24,76.01,86.02,C,1,Visual
Priya Reddy,80.5,10.15,95.76,5,51.95,44.2,86.82,93.35,41.39,75.02,C,2,Kinesthetic
Meera Reddy,64.76,16.73,81.93,5,73.47,47.29,34.88,96.27,98.34,85.32,B,5,Kinesthetic
Aarav Sharma,57.07,13.66,78.44,4,87.5,78.12,40.91,43.22,57.9,79.2,C,1,Kinesthetic
Vivaan Sharma,98.21,19.12,59.86,5,39.72,70.39,35.4,70.06,54.96,46.25,C,1,Visual
Aditya Sharma,78.16,11.39,53.63,5,81.25,60.74,79.97,62.5,69.14,58.09,B,3,Visual
Arjun Sharma,50.37,11.61,38.37,4,69.57,52.11,34.62,77.55,72.53,70.44,C,1,Auditory
Krishna Sharma,65.52,19.46,61.74,2,37.07,87.83,30.09,87.62,85.98,58.3,A,5,Auditory
Rohan Sharma,57.98,18.6,44.37,1,84.32,85.56,37.14,56.84,63.6,52.44,C,5,Visual
Rahul Sharma,62.91,4.97,57.37,2,68.7,90.54,37.2,73.41,66.4,92.19,B,4,Kinesthetic
Karthik Sharma,52.79,6.83,40.95,3,51.9,86.34,32.99,82.52,72.1,84.87,A,4,Visual
Siddharth Sharma,62.25,12.88,54.08,5,38.99,96.03,57.98,48.07,63.66,60.71,A,1,Visual
Ananya Sharma,84.15,18.85,33.01,4,46.79,37.76,90.5,88.84,94.87,85.9,C,5,Visual
Diya Sharma,91.03,11.7,30.42,3,68.6,65.94,81.95,76.37,91.08,77.65,C,1,Auditory
Isha Sharma,67.37,14.92,90.89,2,68.06,51.92,83.08,96.97,67.3,40.23,C,4,Visual
Kavya Sharma,76.12,2.79,74.89,3,95.16,57.08,33.32,60.37,40.01,62.82,B,4,Visual
Pooja Sharma,52.09,10.93,71.14,1,44.99,94.51,74.18,46.49,94.06,57.43,D,4,Auditory
Sneha Sharma,54.54,3.8,65.97,5,43.42,85.12,55.57,70.39,47.46,53.07,C,3,Visual
Aditi Sharma,77.6,5.95,80.87,4,89.15,32.26,98.75,45.15,54.67,55.1,C,1,Visual
Nisha Sharma,92.03,4.16,81.53,2,54.79,61.5,44.47,98.17,49.14,96.54,D,5,Kinesthetic
Priya Sharma,54.4,4.15,95.47,5,56.76,47.15,45.22,42.32,50.79,69.18,A,5,Visual
Meera Sharma,70.93,19.84,47.11,3,42.27,70.77,38.46,85.21,88.17,90.86,C,4,Auditory
Aarav Patel,98.52,6.67,84.96,1,48.3,52.37,72.29,71.51,74.77,52.85,A,4,Kinesthetic
Vivaan Patel,86.94,11.74,99.38,3,90.79,63.84,65.71,62.12,97.37,50.46,A,4,Visual
Aditya Patel,59.88,1.38,32.03,1,33.12,56.14,49.53,43.95,53.89,93.33,C,1,Auditory
Arjun Patel,64.26,16.32,56.18,1,71.05,32.53,72.52,77.33,69.14,69.74,A,4,Visual
Krishna Patel,97.4,13.92,60.52,2,85.68,50.63,63.64,75.11,98.65,93.71,A,5,Visual
Rohan Patel,61.05,5.35,87.53,4,93.44,77.76,67.4,56.85,89.59,43.78,B,1,Visual
Rahul Patel,72.05,1.69,30.96,1,75.19,88.23,50.55,94.61,83.72,94.99,B,2,Visual
Karthik Patel,67.78,6.22,71.9,3,37.07,86.03,73.49,58.25,51.34,64.93,A,5,Visual
Siddharth Patel,74.5,12.94,92.48,5,67.62,47.54,93.44,66.98,86.16,49.32,D,4,Kinesthetic
Ananya Patel,61.83,1.29,40.33,4,72.19,86.92,40.72,72.63,60.85,81.0,A,2,Visual
Diya Patel,83.42,2.43,38.09,2,54.69,87.84,31.49,46.01,71.83,87.81,A,1,Kinesthetic
Isha Patel,61.73,8.78,99.99,5,85.37,66.77,89.64,95.93,76.55,42.84,C,2,Kinesthetic
Kavya Patel,80.11,4.34,87.82,1,66.49,52.8,85.85,62.47,76.56,99.23,C,2,Visual
Pooja Patel,67.89,13.0,78.82,1,32.35,87.29,47.13,44.85,83.59,81.82,A,5,Visual
Sneha Patel,62.57,4.32,57.93,1,95.32,37.32,87.9,63.24,79.7,59.28,B,5,Auditory
Aditi Patel,84.75,19.88,89.78,4,76.41,96.93,77.53,76.01,44.1,49.08,B,3,Visual
Nisha Patel,98.26,9.28,94.59,1,96.33,53.44,85.88,70.82,67.44,63.55,A,5,Visual
Priya Patel,93.47,3.82,81.27,5,72.83,39.21,93.94,81.67,79.84,53.23,B,1,Kinesthetic
Meera Patel,54.34,2.4,57.87,5,77.18,82.05,56.4,43.33,57.76,69.65,B,3,Visual
Aarav Gupta,72.72,8.99,70.85,1,40.01,60.91,86.26,57.07,58.78,86.91,B,2,Auditory
Vivaan Gupta,84.74,16.37,36.9,4,30.52,66.72,79.9,89.15,47.47,79.61,B,5,Visual
Aditya Gupta,78.13,9.34,41.06,3,38.29,32.81,70.59,44.79,65.12,66.16,A,2,Auditory
Arjun Gupta,86.32,3.68,84.81,5,44.5,52.02,95.75,91.33,99.21,47.14,A,5,Kinesthetic
Krishna Gupta,98.76,10.29,32.05,2,68.72,45.5,76.43,45.51,57.12,97.43,D,5,Auditory
Rohan Gupta,67.11,7.41,33.44,4,47.24,59.01,71.06,90.07,71.89,56.22,B,4,Kinesthetic
Rahul Gupta,88.54,10.54,65.56,3,63.38,35.39,70.75,61.65,84.59,56.67,B,5,Kinesthetic
Karthik Gupta,54.7,8.43,41.94,2,87.76,46.75,72.12,76.73,40.81,78.73,A,3,Auditory
Siddharth Gupta,93.49,13.31,50.56,5,70.15,42.41,92.77,49.17,94.03,86.23,C,1,Visual
Ananya Gupta,88.92,16.27,57.92,4,69.23,50.57,49.95,43.97,63.19,99.05,B,2,Auditory
Diya Gupta,76.05,17.84,66.56,4,96.42,63.67,79.5,52.96,92.15,98.15,A,3,Auditory
Isha Gupta,91.05,15.08,49.85,5,52.27,97.14,44.41,47.67,42.34,94.83,B,5,Kinesthetic
Kavya Gupta,83.33,7.75,63.85,4,84.45,64.47,48.66,58.74,48.74,66.12,C,3,Auditory
Pooja Gupta,77.61,9.52,55.95,5,90.96,96.73,75.84,70.86,59.35,50.0,B,5,Auditory
Sneha Gupta,97.3,13.19,35.67,4,89.77,59.08,66.22,75.33,60.73,75.07,C,2,Kinesthetic
Aditi Gupta,56.51,5.18,90.7,5,60.46,34.49,93.37,87.39,90.87,41.04,C,5,Visual
Nisha Gupta,99.65,14.33,49.7,4,69.34,44.72,76.26,79.37,40.67,51.77,B,5,Visual
Priya Gupta,57.72,13.35,72.66,1,59.94,57.14,58.34,76.53,78.47,40.15,D,3,Auditory
Meera Gupta,74.01,13.47,69.89,1,35.23,98.41,39.44,64.71,47.88,50.83,C,2,Auditory
Aarav Singh,61.57,7.33,43.94,3,94.37,86.68,35.84,68.43,89.39,68.49,A,4,Kinesthetic
Vivaan Singh,63.6,12.43,32.1,3,80.82,34.91,64.79,64.87,86.71,63.6,B,3,Visual
Aditya Singh,81.59,4.76,89.99,5,86.52,42.15,70.35,90.53,70.0,62.16,B,1,Auditory
Arjun Singh,51.74,4.6,64.84,1,46.24,70.99,63.82,53.8,52.76,89.86,B,2,Kinesthetic
Krishna Singh,97.04,15.6,59.01,3,70.64,97.39,60.34,40.34,78.07,80.5,B,5,Auditory
Rohan Singh,63.98,8.21,83.4,5,40.33,58.68,68.13,79.08,49.38,96.19,D,5,Visual
Rahul Singh,63.63,11.35,32.32,4,83.52,88.23,58.94,52.15,51.4,66.72,C,2,Auditory
Karthik Singh,93.18,6.56,83.57,1,44.95,52.85,34.43,93.41,77.6,56.33,A,5,Kinesthetic
Siddharth Singh,88.24,5.48,58.62,5,67.96,43.63,40.17,91.54,99.47,47.36,C,1,Visual
Ananya Singh,83.59,15.82,68.61,5,57.15,52.33,38.16,44.6,93.46,80.32,B,3,Visual
Diya Singh,57.32,16.09,82.67,2,93.22,73.43,54.2,46.38,75.59,90.5,A,1,Visual
Isha Singh,88.48,16.89,68.28,3,62.11,71.39,35.03,69.71,72.31,51.02,C,1,Visual
Kavya Singh,68.04,17.23,34.32,5,51.41,61.28,51.53,76.55,99.9,92.73,B,3,Visual
Pooja Singh,99.69,8.82,81.0,5,31.31,78.18,36.28,56.49,72.84,71.58,C,3,Kinesthetic
Sneha Singh,83.56,16.37,85.04,3,73.9,46.64,67.15,83.01,65.21,48.64,C,5,Kinesthetic
Aditi Singh,91.79,7.57,62.33,2,65.33,35.65,94.39,75.69,94.57,78.57,B,5,Auditory
Nisha Singh,86.69,2.0,60.73,3,77.09,73.05,76.56,59.49,54.05,71.2,A,2,Kinesthetic
Priya Singh,79.71,14.1,47.63,2,70.62,39.77,35.86,41.52,45.85,41.69,A,1,Visual
Meera Singh,85.82,4.78,75.09,2,83.14,65.83,33.64,85.01,78.05,63.95,C,4,Auditory
Aarav Kumar,79.87,9.58,91.74,1,37.9,53.81,84.87,52.89,45.75,87.09,A,3,Kinesthetic
Vivaan Kumar,52.56,4.11,75.92,1,32.18,32.27,35.21,90.07,62.39,73.33,A,1,Auditory
Aditya Kumar,67.28,8.44,83.99,5,51.41,62.36,94.69,65.22,65.41,56.92,A,3,Visual
Arjun Kumar,65.82,17.81,88.62,5,89.83,91.37,45.22,74.62,72.85,95.72,B,4,Visual
Krishna Kumar,85.7,12.65,45.83,5,96.79,91.73,64.1,92.38,99.5,54.27,D,2,Visual
Rohan Kumar,78.81,3.81,58.15,1,46.59,80.87,61.68,91.82,53.26,55.16,B,4,Visual
Rahul Kumar,80.52,14.78,60.52,1,54.45,63.54,85.96,62.29,62.55,61.28,C,1,Auditory
Karthik Kumar,92.35,17.11,69.12,3,97.72,54.21,54.63,52.53,47.93,93.67,C,4,Visual
Siddharth Kumar,76.27,4.16,33.44,5,51.88,32.15,50.74,86.51,76.46,70.46,D,4,Visual
Ananya Kumar,60.91,15.14,71.19,3,73.67,80.52,66.4,65.98,83.66,80.93,B,2,Visual
Diya Kumar,50.62,11.43,36.2,3,46.61,93.78,62.93,51.52,68.92,98.58,A,5,Visual
Isha Kumar,57.97,12.48,86.46,1,90.24,70.93,86.12,94.27,54.75,87.0,B,5,Kinesthetic
Kavya Kumar,51.53,18.84,97.41,3,80.36,99.89,85.7,51.89,77.25,50.36,A,1,Auditory
Pooja Kumar,61.85,1.69,50.28,1,41.74,75.6,70.65,41.55,72.35,87.3,C,4,Auditory
Sneha Kumar,81.75,13.14,65.46,1,68.5,41.25,98.65,41.22,50.27,84.9,A,4,Auditory
Aditi Kumar,57.57,2.55,87.62,1,61.89,65.31,88.66,77.34,64.34,53.96,A,4,Kinesthetic
Nisha Kumar,54.1,16.0,52.03,4,83.92,69.5,48.11,79.7,66.11,59.52,C,5,Visual
Priya Kumar,98.54,18.03,41.04,1,80.94,84.37,34.14,58.66,98.96,82.61,C,2,Kinesthetic
Meera Kumar,99.85,2.64,81.73,5,78.44,76.58,73.36,59.2,90.96,54.3,B,1,Visual
Aarav Mehta,81.85,1.49,78.89,2,79.41,33.6,44.97,60.37,84.06,52.49,A,5,Kinesthetic
Vivaan Mehta,55.43,19.16,69.9,3,92.52,44.71,75.51,80.81,93.33,82.21,D,1,Visual
Aditya Mehta,91.08,18.6,96.11,5,84.02,34.05,41.16,43.49,84.13,92.84,B,1,Kinesthetic
Arjun Mehta,76.96,18.55,96.86,1,69.06,61.29,88.69,95.75,94.2,44.5,C,2,Visual
Krishna Mehta,59.1,18.85,90.31,5,91.91,58.66,51.69,53.35,43.27,66.75,A,3,Auditory
Rohan Mehta,78.78,10.5,50.51,5,54.65,63.69,46.74,99.98,67.36,76.43,B,1,Auditory
Rahul Mehta,51.97,19.56,45.78,5,91.2,99.97,53.72,50.29,84.81,80.58,C,4,Kinesthetic
Karthik Mehta,98.62,17.95,88.5,4,72.75,31.7,82.05,86.29,75.0,99.77,A,3,Visual
Siddharth Mehta,91.3,2.86,75.6,2,87.23,97.52,71.98,53.4,50.51,80.96,C,3,Auditory
